2022-08-09 17:49:58.865625: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2022-08-09 17:50:00.297743: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F AVX512_VNNI FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-08-09 17:50:00.664631: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1532] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 22126 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3090, pci bus id: 0000:65:00.0, compute capability: 8.6
W0809 18:07:45.818924 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 19691.845703, train_mIoU: 74.294, proceeding to images: 344940
WARNING:tensorflow:Epoch: 0, Train_Loss: 19254.699219, train_mIoU: 75.685, proceeding to images: 359940
W0809 18:08:32.292153 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 19254.699219, train_mIoU: 75.685, proceeding to images: 359940
WARNING:tensorflow:Epoch: 0, Train_Loss: 19092.814453, train_mIoU: 75.249, proceeding to images: 374940
W0809 18:09:18.932763 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 19092.814453, train_mIoU: 75.249, proceeding to images: 374940
WARNING:tensorflow:Epoch: 0, Train_Loss: 19272.128906, train_mIoU: 76.874, proceeding to images: 389940
W0809 18:10:05.844477 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 19272.128906, train_mIoU: 76.874, proceeding to images: 389940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18833.548828, train_mIoU: 77.316, proceeding to images: 404940
W0809 18:10:52.551107 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18833.548828, train_mIoU: 77.316, proceeding to images: 404940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18590.769531, train_mIoU: 77.316, proceeding to images: 419940
W0809 18:11:39.271279 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18590.769531, train_mIoU: 77.316, proceeding to images: 419940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18673.361328, train_mIoU: 77.961, proceeding to images: 434940
W0809 18:12:25.746781 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18673.361328, train_mIoU: 77.961, proceeding to images: 434940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18474.537109, train_mIoU: 78.149, proceeding to images: 449940
W0809 18:13:12.516904 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18474.537109, train_mIoU: 78.149, proceeding to images: 449940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18419.232422, train_mIoU: 78.707, proceeding to images: 464940
W0809 18:13:59.146590 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18419.232422, train_mIoU: 78.707, proceeding to images: 464940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18498.246094, train_mIoU: 78.592, proceeding to images: 479940
W0809 18:14:45.271940 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18498.246094, train_mIoU: 78.592, proceeding to images: 479940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18418.173828, train_mIoU: 79.941, proceeding to images: 494940
W0809 18:15:30.959590 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18418.173828, train_mIoU: 79.941, proceeding to images: 494940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17979.750000, train_mIoU: 80.051, proceeding to images: 509940
W0809 18:16:17.390850 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17979.750000, train_mIoU: 80.051, proceeding to images: 509940
WARNING:tensorflow:Epoch: 0, Train_Loss: 18004.611328, train_mIoU: 80.332, proceeding to images: 524940
W0809 18:17:03.189447 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 18004.611328, train_mIoU: 80.332, proceeding to images: 524940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17660.609375, train_mIoU: 81.739, proceeding to images: 539940
W0809 18:17:49.135438 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17660.609375, train_mIoU: 81.739, proceeding to images: 539940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17316.990234, train_mIoU: 80.895, proceeding to images: 554940
W0809 18:18:35.115045 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17316.990234, train_mIoU: 80.895, proceeding to images: 554940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17703.763672, train_mIoU: 81.734, proceeding to images: 569940
W0809 18:19:20.988625 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17703.763672, train_mIoU: 81.734, proceeding to images: 569940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17660.384766, train_mIoU: 81.711, proceeding to images: 584940
W0809 18:20:07.481946 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17660.384766, train_mIoU: 81.711, proceeding to images: 584940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17492.656250, train_mIoU: 82.967, proceeding to images: 599940
W0809 18:20:53.230425 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17492.656250, train_mIoU: 82.967, proceeding to images: 599940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17238.742188, train_mIoU: 82.240, proceeding to images: 614940
W0809 18:21:39.403838 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17238.742188, train_mIoU: 82.240, proceeding to images: 614940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17250.923828, train_mIoU: 82.798, proceeding to images: 629940
W0809 18:22:24.178285 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17250.923828, train_mIoU: 82.798, proceeding to images: 629940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17110.158203, train_mIoU: 83.291, proceeding to images: 644940
W0809 18:23:09.355388 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17110.158203, train_mIoU: 83.291, proceeding to images: 644940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17123.812500, train_mIoU: 83.763, proceeding to images: 659940
W0809 18:23:54.595228 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17123.812500, train_mIoU: 83.763, proceeding to images: 659940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16933.994141, train_mIoU: 83.883, proceeding to images: 674940
W0809 18:24:39.794834 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16933.994141, train_mIoU: 83.883, proceeding to images: 674940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17077.265625, train_mIoU: 83.708, proceeding to images: 689940
W0809 18:25:24.477730 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17077.265625, train_mIoU: 83.708, proceeding to images: 689940
WARNING:tensorflow:Epoch: 0, Train_Loss: 17015.654297, train_mIoU: 83.645, proceeding to images: 704940
W0809 18:26:09.122248 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 17015.654297, train_mIoU: 83.645, proceeding to images: 704940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16770.250000, train_mIoU: 83.523, proceeding to images: 719940
W0809 18:26:53.929815 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16770.250000, train_mIoU: 83.523, proceeding to images: 719940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16935.841797, train_mIoU: 84.374, proceeding to images: 734940
W0809 18:27:39.049875 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16935.841797, train_mIoU: 84.374, proceeding to images: 734940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16781.642578, train_mIoU: 83.817, proceeding to images: 749940
W0809 18:28:24.851938 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16781.642578, train_mIoU: 83.817, proceeding to images: 749940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16648.998047, train_mIoU: 84.605, proceeding to images: 764940
W0809 18:29:10.748579 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16648.998047, train_mIoU: 84.605, proceeding to images: 764940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16594.599609, train_mIoU: 84.840, proceeding to images: 779940
W0809 18:29:56.885659 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16594.599609, train_mIoU: 84.840, proceeding to images: 779940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16448.746094, train_mIoU: 85.258, proceeding to images: 794940
W0809 18:30:43.350221 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16448.746094, train_mIoU: 85.258, proceeding to images: 794940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16557.771484, train_mIoU: 84.733, proceeding to images: 809940
W0809 18:31:29.516320 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16557.771484, train_mIoU: 84.733, proceeding to images: 809940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16635.583984, train_mIoU: 85.278, proceeding to images: 824940
W0809 18:32:16.089746 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16635.583984, train_mIoU: 85.278, proceeding to images: 824940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16395.830078, train_mIoU: 85.518, proceeding to images: 839940
W0809 18:33:02.451979 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16395.830078, train_mIoU: 85.518, proceeding to images: 839940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16549.296875, train_mIoU: 85.057, proceeding to images: 854940
W0809 18:33:48.993110 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16549.296875, train_mIoU: 85.057, proceeding to images: 854940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16364.729492, train_mIoU: 85.680, proceeding to images: 869940
W0809 18:34:35.793398 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16364.729492, train_mIoU: 85.680, proceeding to images: 869940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16306.417969, train_mIoU: 84.459, proceeding to images: 884940
W0809 18:35:22.603834 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16306.417969, train_mIoU: 84.459, proceeding to images: 884940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16422.482422, train_mIoU: 85.035, proceeding to images: 899940
W0809 18:36:09.221340 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16422.482422, train_mIoU: 85.035, proceeding to images: 899940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16293.167969, train_mIoU: 86.228, proceeding to images: 914940
W0809 18:36:55.839798 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16293.167969, train_mIoU: 86.228, proceeding to images: 914940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16376.636719, train_mIoU: 85.589, proceeding to images: 929940
W0809 18:37:42.413172 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16376.636719, train_mIoU: 85.589, proceeding to images: 929940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16119.254883, train_mIoU: 86.616, proceeding to images: 944940
W0809 18:38:29.066313 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16119.254883, train_mIoU: 86.616, proceeding to images: 944940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16007.154297, train_mIoU: 85.975, proceeding to images: 959940
W0809 18:39:15.413842 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16007.154297, train_mIoU: 85.975, proceeding to images: 959940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16089.386719, train_mIoU: 86.400, proceeding to images: 974940
W0809 18:40:01.426555 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16089.386719, train_mIoU: 86.400, proceeding to images: 974940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16172.140625, train_mIoU: 86.451, proceeding to images: 989940
W0809 18:40:47.128699 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16172.140625, train_mIoU: 86.451, proceeding to images: 989940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16062.077148, train_mIoU: 86.562, proceeding to images: 1004940
W0809 18:41:33.045820 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16062.077148, train_mIoU: 86.562, proceeding to images: 1004940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16200.269531, train_mIoU: 87.113, proceeding to images: 1019940
W0809 18:42:19.207219 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16200.269531, train_mIoU: 87.113, proceeding to images: 1019940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16007.394531, train_mIoU: 86.836, proceeding to images: 1034940
W0809 18:43:05.926451 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16007.394531, train_mIoU: 86.836, proceeding to images: 1034940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16057.282227, train_mIoU: 86.673, proceeding to images: 1049940
W0809 18:43:52.733527 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16057.282227, train_mIoU: 86.673, proceeding to images: 1049940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15969.765625, train_mIoU: 86.908, proceeding to images: 1064940
W0809 18:44:39.179329 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15969.765625, train_mIoU: 86.908, proceeding to images: 1064940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16184.852539, train_mIoU: 86.724, proceeding to images: 1079940
W0809 18:45:25.429630 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16184.852539, train_mIoU: 86.724, proceeding to images: 1079940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15729.296875, train_mIoU: 87.051, proceeding to images: 1094940
W0809 18:46:11.525566 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15729.296875, train_mIoU: 87.051, proceeding to images: 1094940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15923.044922, train_mIoU: 87.527, proceeding to images: 1109940
W0809 18:46:56.923382 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15923.044922, train_mIoU: 87.527, proceeding to images: 1109940
WARNING:tensorflow:Epoch: 0, Train_Loss: 16037.712891, train_mIoU: 86.892, proceeding to images: 1124940
W0809 18:47:42.004885 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 16037.712891, train_mIoU: 86.892, proceeding to images: 1124940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15836.419922, train_mIoU: 86.968, proceeding to images: 1139940
W0809 18:48:27.143063 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15836.419922, train_mIoU: 86.968, proceeding to images: 1139940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15872.553711, train_mIoU: 87.484, proceeding to images: 1154940
W0809 18:49:12.546809 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15872.553711, train_mIoU: 87.484, proceeding to images: 1154940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15571.779297, train_mIoU: 87.920, proceeding to images: 1169940
W0809 18:49:57.636704 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15571.779297, train_mIoU: 87.920, proceeding to images: 1169940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15646.280273, train_mIoU: 87.571, proceeding to images: 1184940
W0809 18:50:42.379816 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15646.280273, train_mIoU: 87.571, proceeding to images: 1184940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15728.554688, train_mIoU: 87.601, proceeding to images: 1199940
W0809 18:51:27.145389 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15728.554688, train_mIoU: 87.601, proceeding to images: 1199940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15527.791992, train_mIoU: 87.201, proceeding to images: 1214940
W0809 18:52:12.204315 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15527.791992, train_mIoU: 87.201, proceeding to images: 1214940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15666.143555, train_mIoU: 87.776, proceeding to images: 1229940
W0809 18:52:57.491980 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15666.143555, train_mIoU: 87.776, proceeding to images: 1229940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15502.943359, train_mIoU: 88.051, proceeding to images: 1244940
W0809 18:53:43.379569 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15502.943359, train_mIoU: 88.051, proceeding to images: 1244940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15576.223633, train_mIoU: 88.296, proceeding to images: 1259940
W0809 18:54:28.933467 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15576.223633, train_mIoU: 88.296, proceeding to images: 1259940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15587.714844, train_mIoU: 88.207, proceeding to images: 1274940
W0809 18:55:15.435367 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15587.714844, train_mIoU: 88.207, proceeding to images: 1274940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15546.295898, train_mIoU: 88.407, proceeding to images: 1289940
W0809 18:56:01.676975 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15546.295898, train_mIoU: 88.407, proceeding to images: 1289940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15408.047852, train_mIoU: 89.030, proceeding to images: 1304940
W0809 18:56:48.028696 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15408.047852, train_mIoU: 89.030, proceeding to images: 1304940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15432.042969, train_mIoU: 88.616, proceeding to images: 1319940
W0809 18:57:34.702871 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15432.042969, train_mIoU: 88.616, proceeding to images: 1319940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15555.502930, train_mIoU: 88.633, proceeding to images: 1334940
W0809 18:58:21.219619 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15555.502930, train_mIoU: 88.633, proceeding to images: 1334940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15501.145508, train_mIoU: 88.631, proceeding to images: 1349940
W0809 18:59:07.503770 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15501.145508, train_mIoU: 88.631, proceeding to images: 1349940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15449.617188, train_mIoU: 88.677, proceeding to images: 1364940
W0809 18:59:54.249961 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15449.617188, train_mIoU: 88.677, proceeding to images: 1364940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15332.085938, train_mIoU: 88.793, proceeding to images: 1379940
W0809 19:00:41.084313 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15332.085938, train_mIoU: 88.793, proceeding to images: 1379940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15530.681641, train_mIoU: 88.022, proceeding to images: 1394940
W0809 19:01:27.642508 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15530.681641, train_mIoU: 88.022, proceeding to images: 1394940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15434.055664, train_mIoU: 89.186, proceeding to images: 1409940
W0809 19:02:14.462060 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15434.055664, train_mIoU: 89.186, proceeding to images: 1409940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15402.233398, train_mIoU: 89.049, proceeding to images: 1424940
W0809 19:03:00.922960 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15402.233398, train_mIoU: 89.049, proceeding to images: 1424940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15361.666016, train_mIoU: 88.863, proceeding to images: 1439940
W0809 19:03:47.162048 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15361.666016, train_mIoU: 88.863, proceeding to images: 1439940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15238.172852, train_mIoU: 89.269, proceeding to images: 1454940
W0809 19:04:33.502870 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15238.172852, train_mIoU: 89.269, proceeding to images: 1454940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15472.858398, train_mIoU: 88.740, proceeding to images: 1469940
W0809 19:05:19.924036 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15472.858398, train_mIoU: 88.740, proceeding to images: 1469940
WARNING:tensorflow:Epoch: 0, Train_Loss: 15362.260742, train_mIoU: 89.360, proceeding to images: 1484940
W0809 19:06:05.969301 140088817689728 train_vae_2.py:217] Epoch: 0, Train_Loss: 15362.260742, train_mIoU: 89.360, proceeding to images: 1484940
